,PROP_OBJECT_IDENTIFIER,PROP_OBJECT_NAME,PROP_DESCRIPTION
217,OBJECT_ANALOG_VALUE_3000075,NAE06/FC-1.NAE6-T1-FEC58.ZN2T-SP,Zone 2 Temperature Setpoint
218,OBJECT_ANALOG_VALUE_3000076,NAE06/FC-1.NAE6-T1-FEC58.ZN2-DMP-MAX,CS Input (Float)
219,OBJECT_ANALOG_VALUE_3000077,NAE06/FC-1.NAE6-T1-FEC58.ZN1-DMP-MAX,CS Input (Float)
220,OBJECT_ANALOG_VALUE_3000089,NAE06/FC-1.NAE6-T1-FEC59.FLUSHPOS,Flush Position
221,OBJECT_ANALOG_VALUE_3000091,NAE06/FC-1.NAE6-T1-FEC59.ZN1T-SP,Zone 1 Temperature Setpoint
222,OBJECT_ANALOG_VALUE_3000093,NAE06/FC-1.NAE6-T1-FEC59.ZN2T-SP,Zone 2 Temperature Setpoint
223,OBJECT_ANALOG_VALUE_3000094,NAE06/FC-1.NAE6-T1-FEC59.ZN2-DMP-MAX,CS Input (Float)
224,OBJECT_ANALOG_VALUE_3000095,NAE06/FC-1.NAE6-T1-FEC59.ZN1-DMP-MAX,CS Input (Float)
225,OBJECT_ANALOG_VALUE_3000107,NAE06/FC-1.NAE6-T1-FEC60.FLUSHPOS,Flush Position
226,OBJECT_ANALOG_VALUE_3000109,NAE06/FC-1.NAE6-T1-FEC60.ZN1T-SP,Zone 1 Temperature Setpoint
227,OBJECT_ANALOG_VALUE_3000111,NAE06/FC-1.NAE6-T1-FEC60.ZN2T-SP,Zone 2 Temperature Setpoint
228,OBJECT_ANALOG_VALUE_3000112,NAE06/FC-1.NAE6-T1-FEC60.ZN2-DMP-MAX,CS Input (Float)
229,OBJECT_ANALOG_VALUE_3000113,NAE06/FC-1.NAE6-T1-FEC60.ZN1-DMP-MAX,CS Input (Float)
230,OBJECT_ANALOG_VALUE_3000125,NAE06/FC-1.NAE6-T1-FEC61.FLUSHPOS,Flush Position
231,OBJECT_ANALOG_VALUE_3000127,NAE06/FC-1.NAE6-T1-FEC61.ZN1T-SP,Zone 1 Temperature Setpoint
232,OBJECT_ANALOG_VALUE_3000129,NAE06/FC-1.NAE6-T1-FEC61.ZN2T-SP,Zone 2 Temperature Setpoint
233,OBJECT_ANALOG_VALUE_3000130,NAE06/FC-1.NAE6-T1-FEC61.ZN2-DMP-MAX,CS Input (Float)
234,OBJECT_ANALOG_VALUE_3000131,NAE06/FC-1.NAE6-T1-FEC61.ZN1-DMP-MAX,CS Input (Float)
235,OBJECT_ANALOG_VALUE_3000143,NAE06/FC-1.NAE6-T1-FEC62.FLUSHPOS,Flush Position
236,OBJECT_ANALOG_VALUE_3000145,NAE06/FC-1.NAE6-T1-FEC62.ZN1T-SP,Zone 1 Temperature Setpoint
237,OBJECT_ANALOG_VALUE_3000147,NAE06/FC-1.NAE6-T1-FEC62.ZN2T-SP,Zone 2 Temperature Setpoint
238,OBJECT_ANALOG_VALUE_3000148,NAE06/FC-1.NAE6-T1-FEC62.ZN2-DMP-MAX,CS Input (Float)
239,OBJECT_ANALOG_VALUE_3000149,NAE06/FC-1.NAE6-T1-FEC62.ZN1-DMP-MAX,CS Input (Float)
240,OBJECT_ANALOG_VALUE_3000161,NAE06/FC-1.NAE6-T1-FEC63.FLUSHPOS,Flush Position
241,OBJECT_ANALOG_VALUE_3000163,NAE06/FC-1.NAE6-T1-FEC63.ZN1T-SP,Zone 1 Temperature Setpoint
242,OBJECT_ANALOG_VALUE_3000165,NAE06/FC-1.NAE6-T1-FEC63.ZN2T-SP,Zone 2 Temperature Setpoint
243,OBJECT_ANALOG_VALUE_3000166,NAE06/FC-1.NAE6-T1-FEC63.ZN2-DMP-MAX,CS Input (Float)
244,OBJECT_ANALOG_VALUE_3000167,NAE06/FC-1.NAE6-T1-FEC63.ZN1-DMP-MAX,CS Input (Float)
245,OBJECT_ANALOG_VALUE_3000179,NAE06/FC-1.NAE6-T1-FEC64.FLUSHPOS,Flush Position
246,OBJECT_ANALOG_VALUE_3000181,NAE06/FC-1.NAE6-T1-FEC64.ZN1T-SP,Zone 1 Temperature Setpoint
247,OBJECT_ANALOG_VALUE_3000183,NAE06/FC-1.NAE6-T1-FEC64.ZN2T-SP,Zone 2 Temperature Setpoint
248,OBJECT_ANALOG_VALUE_3000184,NAE06/FC-1.NAE6-T1-FEC64.ZN2-DMP-MAX,CS Input (Float)
249,OBJECT_ANALOG_VALUE_3000185,NAE06/FC-1.NAE6-T1-FEC64.ZN1-DMP-MAX,CS Input (Float)
250,OBJECT_ANALOG_VALUE_3000197,NAE06/FC-1.NAE6-T1-FEC65.FLUSHPOS,Flush Position
251,OBJECT_ANALOG_VALUE_3000199,NAE06/FC-1.NAE6-T1-FEC65.ZN1T-SP,Zone 1 Temperature Setpoint
252,OBJECT_ANALOG_VALUE_3000201,NAE06/FC-1.NAE6-T1-FEC65.ZN2T-SP,Zone 2 Temperature Setpoint
253,OBJECT_ANALOG_VALUE_3000202,NAE06/FC-1.NAE6-T1-FEC65.ZN2-DMP-MAX,CS Input (Float)
254,OBJECT_ANALOG_VALUE_3000203,NAE06/FC-1.NAE6-T1-FEC65.ZN1-DMP-MAX,CS Input (Float)
255,OBJECT_ANALOG_VALUE_3000215,NAE06/FC-1.NAE6-T1-FEC66.FLUSHPOS,Flush Position
256,OBJECT_ANALOG_VALUE_3000217,NAE06/FC-1.NAE6-T1-FEC66.ZN1T-SP,Zone 1 Temperature Setpoint
257,OBJECT_ANALOG_VALUE_3000219,NAE06/FC-1.NAE6-T1-FEC66.ZN2T-SP,Zone 2 Temperature Setpoint
258,OBJECT_ANALOG_VALUE_3000220,NAE06/FC-1.NAE6-T1-FEC66.ZN2-DMP-MAX,CS Input (Float)
259,OBJECT_ANALOG_VALUE_3000221,NAE06/FC-1.NAE6-T1-FEC66.ZN1-DMP-MAX,CS Input (Float)
260,OBJECT_ANALOG_VALUE_3000233,NAE06/FC-1.NAE6-T1-FEC67.FLUSHPOS,Flush Position
261,OBJECT_ANALOG_VALUE_3000235,NAE06/FC-1.NAE6-T1-FEC67.ZN1T-SP,Zone 1 Temperature Setpoint
262,OBJECT_ANALOG_VALUE_3000237,NAE06/FC-1.NAE6-T1-FEC67.ZN2T-SP,Zone 2 Temperature Setpoint
263,OBJECT_ANALOG_VALUE_3000238,NAE06/FC-1.NAE6-T1-FEC67.ZN2-DMP-MAX,CS Input (Float)
264,OBJECT_ANALOG_VALUE_3000239,NAE06/FC-1.NAE6-T1-FEC67.ZN1-DMP-MAX,CS Input (Float)
265,OBJECT_ANALOG_VALUE_3000251,NAE06/FC-1.NAE6-T1-FEC68.FLUSHPOS,Flush Position
266,OBJECT_ANALOG_VALUE_3000253,NAE06/FC-1.NAE6-T1-FEC68.ZN1T-SP,Zone 1 Temperature Setpoint
267,OBJECT_ANALOG_VALUE_3000255,NAE06/FC-1.NAE6-T1-FEC68.ZN2T-SP,Zone 2 Temperature Setpoint
268,OBJECT_ANALOG_VALUE_3000256,NAE06/FC-1.NAE6-T1-FEC68.ZN2-DMP-MAX,CS Input (Float)
269,OBJECT_ANALOG_VALUE_3000257,NAE06/FC-1.NAE6-T1-FEC68.ZN1-DMP-MAX,CS Input (Float)
270,OBJECT_ANALOG_VALUE_3000299,NAE06/FC-1.NAE6-T1-FEC44.MOAFLOW-SP,Min OA Flow Setpoint
271,OBJECT_ANALOG_VALUE_3000300,NAE06/FC-1.NAE6-T1-FEC44.ZNP-SP,Duct Static Pressure Setpoint
272,OBJECT_ANALOG_VALUE_3000301,NAE06/FC-1.NAE6-T1-FEC44.SAT-SP,Discharge Air Temperature Setpoint
273,OBJECT_ANALOG_VALUE_3000305,NAE06/FC-1.NAE6-T1-FEC44.RA CO2 Setpoint,CS Input (Float)
274,OBJECT_ANALOG_VALUE_3000307,NAE06/FC-1.NAE6-T1-FEC44.Flow-SP,Setpoint
275,OBJECT_ANALOG_VALUE_3000319,NAE06/FC-1.NAE6-T1-FEC45.FLUSHPOS,Flush Position
276,OBJECT_ANALOG_VALUE_3000321,NAE06/FC-1.NAE6-T1-FEC45.ZN1T-SP,Zone 1 Temperature Setpoint
277,OBJECT_ANALOG_VALUE_3000323,NAE06/FC-1.NAE6-T1-FEC45.ZN2T-SP,Zone 2 Temperature Setpoint
278,OBJECT_ANALOG_VALUE_3000324,NAE06/FC-1.NAE6-T1-FEC45.ZN2-DMP-MAX,CS Input (Float)
279,OBJECT_ANALOG_VALUE_3000325,NAE06/FC-1.NAE6-T1-FEC45.ZN1-DMP-MAX,CS Input (Float)
280,OBJECT_ANALOG_VALUE_3000337,NAE06/FC-1.NAE6-T1-FEC46.FLUSHPOS,Flush Position
281,OBJECT_ANALOG_VALUE_3000339,NAE06/FC-1.NAE6-T1-FEC46.ZN1T-SP,Zone 1 Temperature Setpoint
282,OBJECT_ANALOG_VALUE_3000341,NAE06/FC-1.NAE6-T1-FEC46.ZN2T-SP,Zone 2 Temperature Setpoint
283,OBJECT_ANALOG_VALUE_3000342,NAE06/FC-1.NAE6-T1-FEC46.ZN2-DMP-MAX,CS Input (Float)
284,OBJECT_ANALOG_VALUE_3000343,NAE06/FC-1.NAE6-T1-FEC46.ZN1-DMP-MAX,CS Input (Float)
285,OBJECT_ANALOG_VALUE_3000355,NAE06/FC-1.NAE6-T1-FEC47.FLUSHPOS,Flush Position
286,OBJECT_ANALOG_VALUE_3000357,NAE06/FC-1.NAE6-T1-FEC47.ZN1T-SP,Zone 1 Temperature Setpoint
287,OBJECT_ANALOG_VALUE_3000359,NAE06/FC-1.NAE6-T1-FEC47.ZN2T-SP,Zone 2 Temperature Setpoint
288,OBJECT_ANALOG_VALUE_3000360,NAE06/FC-1.NAE6-T1-FEC47.ZN2-DMP-MAX,CS Input (Float)
289,OBJECT_ANALOG_VALUE_3000361,NAE06/FC-1.NAE6-T1-FEC47.ZN1-DMP-MAX,CS Input (Float)
290,OBJECT_ANALOG_VALUE_3000373,NAE06/FC-1.NAE6-T1-FEC48.FLUSHPOS,Flush Position
291,OBJECT_ANALOG_VALUE_3000375,NAE06/FC-1.NAE6-T1-FEC48.ZN1T-SP,Zone 1 Temperature Setpoint
292,OBJECT_ANALOG_VALUE_3000377,NAE06/FC-1.NAE6-T1-FEC48.ZN2T-SP,Zone 2 Temperature Setpoint
293,OBJECT_ANALOG_VALUE_3000378,NAE06/FC-1.NAE6-T1-FEC48.ZN2-DMP-MAX,CS Input (Float)
294,OBJECT_ANALOG_VALUE_3000379,NAE06/FC-1.NAE6-T1-FEC48.ZN1-DMP-MAX,CS Input (Float)
295,OBJECT_ANALOG_VALUE_3000391,NAE06/FC-1.NAE6-T1-FEC49.FLUSHPOS,Flush Position
296,OBJECT_ANALOG_VALUE_3000393,NAE06/FC-1.NAE6-T1-FEC49.ZN1T-SP,Zone 1 Temperature Setpoint
297,OBJECT_ANALOG_VALUE_3000395,NAE06/FC-1.NAE6-T1-FEC49.ZN2T-SP,Zone 2 Temperature Setpoint
298,OBJECT_ANALOG_VALUE_3000396,NAE06/FC-1.NAE6-T1-FEC49.ZN2-DMP-MAX,CS Input (Float)
299,OBJECT_ANALOG_VALUE_3000397,NAE06/FC-1.NAE6-T1-FEC49.ZN1-DMP-MAX,CS Input (Float)
300,OBJECT_ANALOG_VALUE_3000409,NAE06/FC-1.NAE6-T1-FEC50.FLUSHPOS,Flush Position
301,OBJECT_ANALOG_VALUE_3000411,NAE06/FC-1.NAE6-T1-FEC50.ZN1T-SP,Zone 1 Temperature Setpoint
302,OBJECT_ANALOG_VALUE_3000413,NAE06/FC-1.NAE6-T1-FEC50.ZN2T-SP,Zone 2 Temperature Setpoint
303,OBJECT_ANALOG_VALUE_3000414,NAE06/FC-1.NAE6-T1-FEC50.ZN2-DMP-MAX,CS Input (Float)
304,OBJECT_ANALOG_VALUE_3000415,NAE06/FC-1.NAE6-T1-FEC50.ZN1-DMP-MAX,CS Input (Float)
305,OBJECT_ANALOG_VALUE_3000427,NAE06/FC-1.NAE6-T1-FEC51.FLUSHPOS,Flush Position
306,OBJECT_ANALOG_VALUE_3000429,NAE06/FC-1.NAE6-T1-FEC51.ZN1T-SP,Zone 1 Temperature Setpoint
307,OBJECT_ANALOG_VALUE_3000431,NAE06/FC-1.NAE6-T1-FEC51.ZN2T-SP,Zone 2 Temperature Setpoint
308,OBJECT_ANALOG_VALUE_3000432,NAE06/FC-1.NAE6-T1-FEC51.ZN2-DMP-MAX,CS Input (Float)
309,OBJECT_ANALOG_VALUE_3000433,NAE06/FC-1.NAE6-T1-FEC51.ZN1-DMP-MAX,CS Input (Float)
310,OBJECT_ANALOG_VALUE_3000445,NAE06/FC-1.NAE6-T1-FEC52.FLUSHPOS,Flush Position
311,OBJECT_ANALOG_VALUE_3000447,NAE06/FC-1.NAE6-T1-FEC52.ZN1T-SP,Zone 1 Temperature Setpoint
312,OBJECT_ANALOG_VALUE_3000449,NAE06/FC-1.NAE6-T1-FEC52.ZN2T-SP,Zone 2 Temperature Setpoint
313,OBJECT_ANALOG_VALUE_3000450,NAE06/FC-1.NAE6-T1-FEC52.ZN2-DMP-MAX,CS Input (Float)
314,OBJECT_ANALOG_VALUE_3000451,NAE06/FC-1.NAE6-T1-FEC52.ZN1-DMP-MAX,CS Input (Float)
315,OBJECT_ANALOG_VALUE_3000463,NAE06/FC-1.NAE6-T1-FEC53.FLUSHPOS,Flush Position
316,OBJECT_ANALOG_VALUE_3000465,NAE06/FC-1.NAE6-T1-FEC53.ZN1T-SP,Zone 1 Temperature Setpoint
317,OBJECT_ANALOG_VALUE_3000467,NAE06/FC-1.NAE6-T1-FEC53.ZN2T-SP,Zone 2 Temperature Setpoint
318,OBJECT_ANALOG_VALUE_3000468,NAE06/FC-1.NAE6-T1-FEC53.ZN2-DMP-MAX,CS Input (Float)
319,OBJECT_ANALOG_VALUE_3000469,NAE06/FC-1.NAE6-T1-FEC53.ZN1-DMP-MAX,CS Input (Float)
320,OBJECT_ANALOG_VALUE_3000481,NAE06/FC-1.NAE6-T1-FEC54.FLUSHPOS,Flush Position
321,OBJECT_ANALOG_VALUE_3000483,NAE06/FC-1.NAE6-T1-FEC54.ZN1T-SP,Zone 1 Temperature Setpoint
322,OBJECT_ANALOG_VALUE_3000485,NAE06/FC-1.NAE6-T1-FEC54.ZN2T-SP,Zone 2 Temperature Setpoint
323,OBJECT_ANALOG_VALUE_3000486,NAE06/FC-1.NAE6-T1-FEC54.ZN2-DMP-MAX,CS Input (Float)
324,OBJECT_ANALOG_VALUE_3000487,NAE06/FC-1.NAE6-T1-FEC54.ZN1-DMP-MAX,CS Input (Float)
325,OBJECT_ANALOG_VALUE_3000499,NAE06/FC-1.NAE6-T1-FEC55.FLUSHPOS,Flush Position
326,OBJECT_ANALOG_VALUE_3000501,NAE06/FC-1.NAE6-T1-FEC55.ZN1T-SP,Zone 1 Temperature Setpoint
327,OBJECT_ANALOG_VALUE_3000503,NAE06/FC-1.NAE6-T1-FEC55.ZN2T-SP,Zone 2 Temperature Setpoint
328,OBJECT_ANALOG_VALUE_3000504,NAE06/FC-1.NAE6-T1-FEC55.ZN2-DMP-MAX,CS Input (Float)
329,OBJECT_ANALOG_VALUE_3000505,NAE06/FC-1.NAE6-T1-FEC55.ZN1-DMP-MAX,CS Input (Float)
330,OBJECT_ANALOG_VALUE_3000512,NAE06/FC-1.NAE6-T1-VMA43.SAFLOW-SP,CS Input (Float)
331,OBJECT_ANALOG_VALUE_3000513,NAE06/FC-1.NAE6-T1-VMA43.SA-F,Airflow Rate
332,OBJECT_ANALOG_VALUE_3000520,NAE06/FC-1.NAE6-T1-VMA56.SAFLOW-SP,CS Input (Float)
333,OBJECT_ANALOG_VALUE_3000521,NAE06/FC-1.NAE6-T1-VMA56.SA-F,Airflow Rate
334,OBJECT_ANALOG_VALUE_3000528,NAE06/FC-1.20-UP-37.Grill Max Position,CS Input (Float)
335,OBJECT_ANALOG_VALUE_3000530,NAE06/FC-1.20-UP-37.CO2 Sensor,CO2 Sensor from Compartment Unit
336,OBJECT_ANALOG_VALUE_3000531,NAE06/FC-1.20-UP-37.Damper Position,Shared Damper Position
337,OBJECT_ANALOG_VALUE_3000532,NAE06/FC-1.20-UP-37.CO2 Setpoint,CO2 Zone Setpoint
338,OBJECT_ANALOG_VALUE_3000536,NAE06/FC-1.20-UP-37.CO2 ERROR,EWMA Error
339,OBJECT_ANALOG_VALUE_3000538,NAE06/FC-1.20-UP-38.Grill Max Position,CS Input (Float)
340,OBJECT_ANALOG_VALUE_3000540,NAE06/FC-1.20-UP-38.CO2 Sensor,CO2 Sensor from Compartment Unit
341,OBJECT_ANALOG_VALUE_3000541,NAE06/FC-1.20-UP-38.Damper Position,Shared Damper Position
342,OBJECT_ANALOG_VALUE_3000542,NAE06/FC-1.20-UP-38.CO2 Setpoint,CO2 Zone Setpoint
343,OBJECT_ANALOG_VALUE_3000545,NAE06/FC-1.20-UP-38.CO2 ERROR,EWMA Error
344,OBJECT_ANALOG_VALUE_3000547,NAE06/FC-1.19-UP-40.Grill Max Position,CS Input (Float)
345,OBJECT_ANALOG_VALUE_3000549,NAE06/FC-1.19-UP-40.CO2 Sensor,CO2 Sensor from Compartment Unit
346,OBJECT_ANALOG_VALUE_3000550,NAE06/FC-1.19-UP-40.Damper Position,Shared Damper Position
347,OBJECT_ANALOG_VALUE_3000551,NAE06/FC-1.19-UP-40.CO2 Setpoint,CO2 Zone Setpoint
348,OBJECT_ANALOG_VALUE_3000554,NAE06/FC-1.19-UP-40.CO2 ERROR,EWMA Error
349,OBJECT_ANALOG_VALUE_3000557,NAE06/FC-1.19-UP-41.Grill Max Position,CS Input (Float)
350,OBJECT_ANALOG_VALUE_3000559,NAE06/FC-1.19-UP-41.CO2 Sensor,CO2 Sensor from Compartment Unit
351,OBJECT_ANALOG_VALUE_3000560,NAE06/FC-1.19-UP-41.Damper Position,Shared Damper Position
352,OBJECT_ANALOG_VALUE_3000561,NAE06/FC-1.19-UP-41.CO2 Setpoint,CO2 Zone Setpoint
353,OBJECT_ANALOG_VALUE_3000564,NAE06/FC-1.19-UP-41.CO2 ERROR,EWMA Error
354,OBJECT_ANALOG_VALUE_3000566,NAE06/FC-1.19-UP-42.Grill Max Position,CS Input (Float)
355,OBJECT_ANALOG_VALUE_3000568,NAE06/FC-1.19-UP-42.CO2 Sensor,CO2 Sensor from Compartment Unit
356,OBJECT_ANALOG_VALUE_3000569,NAE06/FC-1.19-UP-42.Damper Position,Shared Damper Position
357,OBJECT_ANALOG_VALUE_3000570,NAE06/FC-1.19-UP-42.CO2 Setpoint,CO2 Zone Setpoint
358,OBJECT_ANALOG_VALUE_3000574,NAE06/FC-1.19-UP-42.CO2 ERROR,EWMA Error
359,OBJECT_ANALOG_VALUE_3000598,NAE06/FC-1.20-UP-36.Grill Max Position,CS Input (Float)
360,OBJECT_ANALOG_VALUE_3000600,NAE06/FC-1.20-UP-36.CO2 Sensor,CO2 Sensor from Compartment Unit
361,OBJECT_ANALOG_VALUE_3000601,NAE06/FC-1.20-UP-36.Damper Position,Shared Damper Position
362,OBJECT_ANALOG_VALUE_3000602,NAE06/FC-1.20-UP-36.CO2 Setpoint,CO2 Zone Setpoint
363,OBJECT_ANALOG_VALUE_3000668,NAE06/FC-1.NAE6-T1-VMA56.CLGOCC-SP,
364,OBJECT_ANALOG_VALUE_3000669,NAE06/FC-1.NAE6-T1-VMA56.CLG-MAXFLOW,Cooling Max Flow
365,OBJECT_ANALOG_VALUE_3000670,NAE06/FC-1.NAE6-T1-VMA43.CLGOCC-SP,
366,OBJECT_ANALOG_VALUE_3000671,NAE06/FC-1.NAE6-T1-VMA43.CLG-MAXFLOW,Cooling Max Flow
367,OBJECT_ANALOG_VALUE_3000791,NAE06/FC-1.NAE6-T1-VMA43.EAFLOW-SP,CS Input (Float)
368,OBJECT_ANALOG_VALUE_3000836,NAE06/FC-1.NAE6-T1-VMA56.EAFLOW-SP,CS Input (Float)
369,OBJECT_ANALOG_VALUE_3000957,NAE06/FC-1.NAE6-T1-FEC45.VAV-DMP-MIN-POS,CS Input (Float)
370,OBJECT_ANALOG_VALUE_3000958,NAE06/FC-1.NAE6-T1-FEC45.SUP-HTG-MIN-POS,Radiation Htg Minimum Position
371,OBJECT_ANALOG_VALUE_3000959,NAE06/FC-1.NAE6-T1-FEC58.VAV-DMP-MIN-POS,CS Input (Float)
372,OBJECT_ANALOG_VALUE_3000960,NAE06/FC-1.NAE6-T1-FEC58.SUP-HTG-MIN-POS,Radiation Htg Minimum Position
373,OBJECT_ANALOG_VALUE_3000961,NAE06/FC-1.NAE6-T1-FEC46.VAV-DMP-MIN-POS,CS Input (Float)
374,OBJECT_ANALOG_VALUE_3000962,NAE06/FC-1.NAE6-T1-FEC46.SUP-HTG-MIN-POS,Radiation Htg Minimum Position
375,OBJECT_ANALOG_VALUE_3000963,NAE06/FC-1.NAE6-T1-FEC59.VAV-DMP-MIN-POS,CS Input (Float)
376,OBJECT_ANALOG_VALUE_3000964,NAE06/FC-1.NAE6-T1-FEC59.SUP-HTG-MIN-POS,Radiation Htg Minimum Position
377,OBJECT_ANALOG_VALUE_3000965,NAE06/FC-1.NAE6-T1-FEC47.VAV-DMP-MIN-POS,CS Input (Float)
378,OBJECT_ANALOG_VALUE_3000966,NAE06/FC-1.NAE6-T1-FEC47.SUP-HTG-MIN-POS,Radiation Htg Minimum Position
379,OBJECT_ANALOG_VALUE_3000967,NAE06/FC-1.NAE6-T1-FEC60.VAV-DMP-MIN-POS,CS Input (Float)
380,OBJECT_ANALOG_VALUE_3000968,NAE06/FC-1.NAE6-T1-FEC60.SUP-HTG-MIN-POS,Radiation Htg Minimum Position
381,OBJECT_ANALOG_VALUE_3000969,NAE06/FC-1.NAE6-T1-FEC48.VAV-DMP-MIN-POS,CS Input (Float)
382,OBJECT_ANALOG_VALUE_3000970,NAE06/FC-1.NAE6-T1-FEC48.SUP-HTG-MIN-POS,Radiation Htg Minimum Position
383,OBJECT_ANALOG_VALUE_3000971,NAE06/FC-1.NAE6-T1-FEC61.VAV-DMP-MIN-POS,CS Input (Float)
384,OBJECT_ANALOG_VALUE_3000972,NAE06/FC-1.NAE6-T1-FEC61.SUP-HTG-MIN-POS,Radiation Htg Minimum Position
385,OBJECT_ANALOG_VALUE_3000973,NAE06/FC-1.NAE6-T1-FEC49.VAV-DMP-MIN-POS,CS Input (Float)
386,OBJECT_ANALOG_VALUE_3000974,NAE06/FC-1.NAE6-T1-FEC49.SUP-HTG-MIN-POS,Radiation Htg Minimum Position
387,OBJECT_ANALOG_VALUE_3000975,NAE06/FC-1.NAE6-T1-FEC62.VAV-DMP-MIN-POS,CS Input (Float)
388,OBJECT_ANALOG_VALUE_3000976,NAE06/FC-1.NAE6-T1-FEC62.SUP-HTG-MIN-POS,Radiation Htg Minimum Position
389,OBJECT_ANALOG_VALUE_3000977,NAE06/FC-1.NAE6-T1-FEC50.VAV-DMP-MIN-POS,CS Input (Float)
390,OBJECT_ANALOG_VALUE_3000978,NAE06/FC-1.NAE6-T1-FEC50.SUP-HTG-MIN-POS,Radiation Htg Minimum Position
391,OBJECT_ANALOG_VALUE_3000979,NAE06/FC-1.NAE6-T1-FEC63.VAV-DMP-MIN-POS,CS Input (Float)
392,OBJECT_ANALOG_VALUE_3000980,NAE06/FC-1.NAE6-T1-FEC63.SUP-HTG-MIN-POS,Radiation Htg Minimum Position
393,OBJECT_ANALOG_VALUE_3000981,NAE06/FC-1.NAE6-T1-FEC51.VAV-DMP-MIN-POS,CS Input (Float)
394,OBJECT_ANALOG_VALUE_3000982,NAE06/FC-1.NAE6-T1-FEC51.SUP-HTG-MIN-POS,Radiation Htg Minimum Position
395,OBJECT_ANALOG_VALUE_3000983,NAE06/FC-1.NAE6-T1-FEC64.VAV-DMP-MIN-POS,CS Input (Float)
396,OBJECT_ANALOG_VALUE_3000984,NAE06/FC-1.NAE6-T1-FEC64.SUP-HTG-MIN-POS,Radiation Htg Minimum Position
397,OBJECT_ANALOG_VALUE_3000985,NAE06/FC-1.NAE6-T1-FEC52.VAV-DMP-MIN-POS,CS Input (Float)
398,OBJECT_ANALOG_VALUE_3000986,NAE06/FC-1.NAE6-T1-FEC52.SUP-HTG-MIN-POS,Radiation Htg Minimum Position
399,OBJECT_ANALOG_VALUE_3000987,NAE06/FC-1.NAE6-T1-FEC65.VAV-DMP-MIN-POS,CS Input (Float)
400,OBJECT_ANALOG_VALUE_3000988,NAE06/FC-1.NAE6-T1-FEC65.SUP-HTG-MIN-POS,Radiation Htg Minimum Position
401,OBJECT_ANALOG_VALUE_3000989,NAE06/FC-1.NAE6-T1-FEC53.VAV-DMP-MIN-POS,CS Input (Float)
402,OBJECT_ANALOG_VALUE_3000990,NAE06/FC-1.NAE6-T1-FEC53.SUP-HTG-MIN-POS,Radiation Htg Minimum Position
403,OBJECT_ANALOG_VALUE_3000991,NAE06/FC-1.NAE6-T1-FEC66.VAV-DMP-MIN-POS,CS Input (Float)
404,OBJECT_ANALOG_VALUE_3000992,NAE06/FC-1.NAE6-T1-FEC66.SUP-HTG-MIN-POS,Radiation Htg Minimum Position
405,OBJECT_ANALOG_VALUE_3000993,NAE06/FC-1.NAE6-T1-FEC54.VAV-DMP-MIN-POS,CS Input (Float)
406,OBJECT_ANALOG_VALUE_3000994,NAE06/FC-1.NAE6-T1-FEC54.SUP-HTG-MIN-POS,Radiation Htg Minimum Position
407,OBJECT_ANALOG_VALUE_3000995,NAE06/FC-1.NAE6-T1-FEC67.VAV-DMP-MIN-POS,CS Input (Float)
408,OBJECT_ANALOG_VALUE_3000996,NAE06/FC-1.NAE6-T1-FEC67.SUP-HTG-MIN-POS,Radiation Htg Minimum Position
409,OBJECT_ANALOG_VALUE_3000997,NAE06/FC-1.NAE6-T1-FEC55.VAV-DMP-MIN-POS,CS Input (Float)
410,OBJECT_ANALOG_VALUE_3000998,NAE06/FC-1.NAE6-T1-FEC55.SUP-HTG-MIN-POS,Radiation Htg Minimum Position
411,OBJECT_ANALOG_VALUE_3000999,NAE06/FC-1.NAE6-T1-FEC68.VAV-DMP-MIN-POS,CS Input (Float)
412,OBJECT_ANALOG_VALUE_3001000,NAE06/FC-1.NAE6-T1-FEC68.SUP-HTG-MIN-POS,Radiation Htg Minimum Position
413,OBJECT_ANALOG_VALUE_3001829,NAE06/FC-1.NAE6-T1-FEC44.Floor Max CO2,Output (Float)
414,OBJECT_ANALOG_VALUE_3001830,NAE06/FC-1.NAE6-T1-FEC57.Floor Max CO2,Output (Float)
415,OBJECT_ANALOG_VALUE_3001842,NAE06/FC-1.NAE6-T1-FEC57.CO2 SP Differential,Input (Float)
416,OBJECT_ANALOG_VALUE_3001901,NAE06/FC-1.19-UP-71.Analog Values.AV-12,Zone 1 Temperature Setpoint
417,OBJECT_ANALOG_VALUE_3001903,NAE06/FC-1.19-UP-71.Analog Values.AV-27,
418,OBJECT_ANALOG_VALUE_3001905,NAE06/FC-1.19-UP-71.Analog Values.AV-10446,
419,OBJECT_ANALOG_VALUE_3001907,NAE06/FC-1.19-UP-71.Analog Values.AV-10993,Zone 1 Damper Max
420,OBJECT_ANALOG_VALUE_3001945,NAE06/FC-1.19-UP-72.Analog Values.AV-12,Zone 1 Temperature Setpoint
421,OBJECT_ANALOG_VALUE_3001946,NAE06/FC-1.19-UP-72.Analog Values.AV-3289,
422,OBJECT_ANALOG_VALUE_3001947,NAE06/FC-1.19-UP-72.Analog Values.AV-27,
423,OBJECT_ANALOG_VALUE_3001948,NAE06/FC-1.19-UP-72.Analog Values.AV-10446,
424,OBJECT_ANALOG_VALUE_3001949,NAE06/FC-1.19-UP-72.Analog Values.AV-10993,Zone 1 Damper Max
